Date,Price,Open,High,Low,Vol.,Change %
2020-08-06,25427.9,25130.9,25986.68,24988.11,56.20K,1.76%
2020-08-05,24988.11,25916.24,25916.24,24987.16,137.32K,-1.50%
2020-08-04,25368.88,26295.11,26295.11,25368.88,64.60K,-0.56%
2020-08-03,25512.62,25704.91,25987.63,25462.17,61.03K,-0.74%
2020-07-31,25702.06,25428.85,26128.52,25368.88,88.51K,1.12%
2020-07-30,25416.48,25895.3,25895.3,25228,240.31K,-1.76%
2020-07-29,25872.45,26642.56,26642.56,25872.45,92.57K,-2.89%
2020-07-28,26642.56,26796.77,26853.89,26560.7,82.91K,-0.61%
2020-07-27,26805.34,26749.18,27053.79,26749.18,52.13K,0.60%
2020-07-24,26644.46,26701.58,27025.24,25797.25,61.13K,-0.04%
2020-07-23,26653.98,27034.76,27034.76,26653.98,109.48K,0.07%
2020-07-22,26634.95,26511.19,26938.61,26368.41,122.17K,0.11%
2020-07-21,26606.39,26557.84,26606.39,26191.35,135.59K,-0.17%
2020-07-20,26652.08,26891.97,26891.97,26083.78,71.18K,-2.44%
2020-07-17,27319.38,26520.71,27319.38,26000.96,56.01K,3.05%
2020-07-15,26511.19,27939.09,27981.92,26425.52,169.11K,-5.11%
2020-07-14,27939.09,26939.56,27939.09,26796.77,79.21K,3.35%
2020-07-13,27033.8,26320.81,27129.95,26320.81,65.22K,3.27%
2020-07-10,26178.02,26415.05,26606.39,25987.63,118.69K,0.00%
2020-07-09,26177.07,26654.94,27128.04,26177.07,114.26K,-4.52%
2020-07-08,27415.53,28081.88,28272.26,27129.95,128.01K,-2.37%
2020-07-07,28081.88,27986.68,28272.26,27796.3,45.49K,-0.89%
2020-07-06,28333.18,27939.09,28658.74,27939.09,94.80K,2.15%
2020-07-03,27737.28,27557.36,27796.3,27053.79,69.18K,3.13%
2020-07-02,26896.73,27025.24,27604.96,26763.46,138.92K,0.91%
2020-07-01,26653.03,26919.57,26919.57,26653.03,150.37K,0.35%
2020-06-30,26559.74,26988.11,26988.11,26559.74,113.58K,-1.49%
2020-06-26,26961.46,26807.24,27367.93,26611.15,60.97K,0.58%
2020-06-25,26806.29,26800.58,27119.48,26654.94,29.73K,-0.25%
2020-06-24,26873.88,26939.56,27110.91,26749.18,27.49K,-0.25%
2020-06-23,26940.51,26654.94,26940.51,26530.23,40.31K,1.56%
2020-06-22,26525.47,26653.98,26939.56,26368.41,35.38K,-0.34%
2020-06-19,26615.91,26844.37,27129.95,26615.91,308.75K,-0.14%
2020-06-18,26653.98,26988.11,27120.43,26653.98,161.00K,-0.36%
2020-06-17,26750.13,27135.66,28177.07,26750.13,154.14K,0.68%
2020-06-16,26568.31,26844.37,27462.17,26568.31,105.81K,-0.14%
2020-06-15,26606.39,27215.62,27215.62,26558.79,72.36K,-2.93%
