Date,Price,Open,High,Low,Vol.,Change %
2020-07-03,2840,2800,2857,2800,2.88M,1.79%
2020-07-02,2790,2700,2830,2670.1,2.93M,5.68%
2020-07-01,2640,2605,2663,2601.2,3.64M,1.54%
2020-06-30,2600,2603,2650,2591.1,4.96M,0.34%
2020-06-26,2591.1,2609,2619.9,2588.9,5.62M,-0.15%
2020-06-25,2595.1,2569,2655,2551,5.66M,0.59%
2020-06-24,2580,2500,2580,2490,6.65M,2.79%
2020-06-23,2510,2488,2519.9,2400,3.44M,1.66%
2020-06-22,2469,2550,2550,2435.1,3.80M,-1.63%
2020-06-19,2510,2465,2510,2445.1,14.77M,3.12%
2020-06-18,2434,2435,2455.1,2400.1,3.44M,-0.04%
2020-06-17,2435,2470,2470,2383.1,6.05M,3.63%
2020-06-16,2349.7,2500,2500,2349.7,3.38M,-1.31%
2020-06-15,2381,2329.9,2440,2255,6.67M,1.80%
2020-06-12,2339,2273,2343.9,2260.4,2.66M,5.31%
2020-06-11,2221,2243,2294,2217,3.30M,-4.68%
2020-06-10,2330.1,2464,2498,2312,2.93M,-4.32%
2020-06-09,2435.2,2354.9,2440,2301,3.93M,2.15%
2020-06-08,2384,2335,2490,2335,5.18M,2.32%
2020-06-05,2330,2152,2389.7,2152,9.86M,10.53%
2020-06-04,2108.1,2049.9,2120,2001.3,9.95M,2.83%
2020-06-03,2050,2045,2085,2040,10.55M,3.27%
2020-06-02,1985,1920,1999.6,1920,8.68M,4.56%
2020-06-01,1898.5,1889,1932,1879,8.63M,1.80%
2020-05-29,1865,1909,1939,1850,21.29M,-0.85%
2020-05-28,1881,1990,1990,1881,9.17M,-6.82%
2020-05-27,2018.7,2070,2100,1970,7.04M,-1.53%
2020-05-26,2050,2163.2,2215,2050,3.33M,-5.09%
2020-05-25,2160,2160,2176.9,2112.3,3.47M,0.17%
2020-05-22,2156.3,2244.4,2244.4,2121.5,3.71M,-1.31%
2020-05-20,2185,2126,2187,2126,2.90M,3.26%
2020-05-19,2116,2220,2250,2102,4.06M,-3.83%
2020-05-18,2200.2,2185.6,2240,2180.1,1.99M,3.56%
2020-05-15,2124.6,2198.9,2198.9,2124.6,1.92M,-3.43%
2020-05-14,2200,2198.9,2235,2150,5.10M,-1.57%
2020-05-13,2235,2350,2350,2170,9.98M,-6.05%
2020-05-12,2379,2403,2437.8,2360,3.95M,-0.88%
2020-05-11,2400,2406,2413,2355.1,4.43M,-0.21%
2020-05-08,2405,2541,2547.4,2400,4.03M,-4.49%
2020-05-07,2518,2481.18,2530.9,2456.56,3.64M,2.92%
2020-05-06,2446.54,2401.88,2456.46,2391.95,2.69M,3.35%
2020-05-05,2367.14,2330.22,2410.81,2282.68,3.56M,5.30%
2020-05-04,2248.04,2228.19,2332.4,2138.96,5.37M,-0.66%
2020-04-30,2262.92,2319.5,2341.23,2262.92,5.44M,-2.44%
2020-04-29,2319.5,2243.07,2366.15,2243.07,4.99M,5.27%
2020-04-28,2203.37,2207.34,2257.96,2184.61,4.71M,2.54%
2020-04-27,2148.89,2104.12,2183.42,2079.11,5.66M,4.34%
2020-04-24,2059.46,2084.37,2085.26,2045.56,6.52M,-0.38%
2020-04-23,2067.4,2036.73,2083.28,2036.73,2.63M,1.61%
2020-04-22,2034.65,2065.42,2091.22,2014.9,4.11M,-0.73%
2020-04-21,2049.53,2082.88,2084.17,2034.65,11.22M,-3.94%
2020-04-20,2133.6,2160.7,2173.6,2114.05,2.86M,-2.29%
2020-04-17,2183.52,2204.47,2272.85,2150.77,3.30M,2.04%
2020-04-16,2139.85,2233.15,2233.15,2104.12,4.10M,-2.44%
2020-04-15,2193.45,2172.61,2311.46,2136.08,5.44M,-0.23%
2020-04-14,2198.41,2095.39,2213.3,2095.39,5.31M,5.53%
2020-04-13,2083.28,2104.12,2182.53,2075.34,2.77M,-0.05%
2020-04-09,2084.27,2084.27,2160.7,2014.8,4.23M,4.99%
2020-04-08,1985.12,1960.21,2024.72,1959.02,3.15M,1.27%
2020-04-07,1960.21,2034.65,2082.29,1939.37,6.18M,-1.15%
2020-04-06,1983.04,2004.87,2046.85,1947.31,19.75M,3.63%
2020-04-03,1913.56,1955.25,1965.17,1865.92,7.14M,-0.21%
2020-04-02,1917.63,1875.84,1935.4,1875.84,7.63M,6.16%
2020-04-01,1806.37,1811.33,1865.92,1741.86,5.08M,-3.50%
2020-03-31,1871.88,1654.52,1885.67,1654.52,7.76M,13.89%
2020-03-30,1643.6,1642.6,1667.42,1590,7.13M,4.15%
2020-03-27,1578.09,1558.24,1635.66,1548.32,2.12M,0.57%
