Date,Price,Open,High,Low,Vol.,Change %
2020-02-04,7210.99,7150.41,7259.66,7122.21,559.76K,1.69%
2020-02-03,7091.32,7091.82,7100.86,7062.03,194.15K,0.01%
2020-01-31,7090.83,7120.62,7249.73,7090.83,540.40K,-0.42%
2020-01-30,7120.62,7100.76,7120.62,7026.27,308.98K,0.28%
2020-01-29,7100.76,7120.62,7150.41,7084.67,399.97K,-0.35%
2020-01-28,7125.59,7071.96,7150.41,7071.96,166.27K,0.92%
2020-01-27,7060.93,7200.07,7200.07,7006.41,895.22K,-2.60%
2020-01-24,7249.73,7200.07,7319.14,7200.07,168.51K,0.69%
2020-01-23,7200.17,7299.38,7299.38,7150.41,223.13K,-1.36%
2020-01-22,7299.38,7324.11,7324.11,7249.73,185.95K,-0.41%
2020-01-21,7329.17,7477.15,7547.66,7314.18,210.91K,-2.96%
2020-01-20,7552.62,7740.32,7740.32,7552.62,188.69K,-2.49%
2020-01-17,7745.29,7646.97,7745.29,7592.25,1.01M,1.95%
2020-01-16,7597.31,7398.69,7597.31,7349.04,1.30M,2.68%
2020-01-15,7398.69,7383.79,7527.8,7349.04,544.94K,-1.81%
2020-01-14,7535.25,7527.8,7535.74,7408.72,558.29K,-0.02%
2020-01-13,7536.73,7535.54,7567.22,7468.21,537.58K,-0.01%
2020-01-10,7537.73,7349.04,7580.13,7349.04,1.02M,2.57%
2020-01-09,7349.04,7448.35,7448.35,7232.54,443.50K,-0.80%
2020-01-08,7408.62,7492.04,7547.66,7349.04,1.44M,-1.12%
2020-01-07,7492.84,7249.73,7492.84,7232.74,1.02M,2.65%
2020-01-06,7299.38,7140.48,7299.38,6892.3,905.22K,2.23%
2020-01-03,7140.48,7051.1,7148.43,6931.93,579.65K,1.27%
2020-01-02,7051.1,6703.51,7051.1,6703.51,334.80K,5.19%
2019-12-30,6703.51,6802.82,6832.52,6653.86,388.00K,-1.46%
2019-12-27,6802.82,6708.58,6802.82,6653.96,433.15K,1.41%
2019-12-26,6708.48,6653.86,6902.13,6653.86,289.19K,0.82%
2019-12-24,6653.86,6589.4,6653.86,6594.27,253.31K,0.98%
2019-12-23,6589.4,6607.18,6699.54,6574.41,922.57K,-0.27%
2019-12-20,6607.18,6673.72,6753.17,6571.23,2.45M,-1.00%
2019-12-19,6673.72,6693.58,6733.31,6554.65,564.60K,-0.30%
2019-12-18,6693.58,6903.13,6950.8,6604.5,906.69K,-3.04%
2019-12-17,6903.13,7099.77,7099.77,6852.48,835.87K,-2.78%
2019-12-16,7100.76,7149.42,7200.07,6951.79,514.75K,-0.68%
2019-12-13,7149.42,6992.71,7188.15,6992.71,789.22K,3.14%
2019-12-12,6931.93,6862.41,6946.83,6760.12,771.01K,1.01%
2019-12-11,6862.41,6754.26,6931.93,6754.26,786.81K,1.60%
2019-12-10,6754.26,6847.51,6847.51,6753.27,127.30K,-1.35%
2019-12-09,6846.52,6753.17,6846.52,6664.78,389.29K,1.38%
2019-12-06,6753.17,6753.17,6802.82,6654.85,363.06K,0.37%
2019-12-05,6728.34,6554.55,6802.82,6574.41,658.25K,2.65%
2019-12-04,6554.55,6276.47,6574.41,6281.44,1.05M,4.43%
2019-12-03,6276.47,6282.43,6353.24,6157.3,542.79K,-0.09%
2019-12-02,6282.43,6411.54,6411.54,6257.7,485.74K,-1.16%
2019-11-29,6355.92,6286.4,6385.72,6296.34,456.64K,1.11%
2019-11-28,6286.4,6533.69,6533.69,6286.4,479.77K,-3.86%
2019-11-27,6538.66,6307.26,6554.55,6311.23,2.42M,3.67%
2019-11-26,6307.26,6703.51,6763.1,6307.26,3.06M,-5.91%
2019-11-25,6703.51,6852.48,6917.03,6703.51,484.17K,-2.17%
2019-11-22,6852.48,7051.1,7051.1,6812.85,562.53K,-2.82%
2019-11-21,7051.1,7051.1,7105.72,6912.07,798.49K,0.00%
2019-11-20,7051.1,6981.58,7090.23,6802.82,1.40M,1.00%
2019-11-19,6981.58,7048.12,6981.58,6857.44,749.53K,-0.94%
2019-11-18,7048.12,7140.38,7140.38,6738.27,848.38K,-1.29%
2019-11-15,7140.38,6502.9,7248.73,6704.51,1.73M,9.80%
2019-11-14,6502.9,6221.85,6502.9,6197.42,1.03M,4.52%
